"cvss3_score","Architecture","Version","cve","detection_time","Title","condition","external_references","updated","cvss2_score","severity","published","Name"
6.6,"x64","10.0.20348","CVE-2023-35344","2023-08-10T05:36:30+00:00","CVE-2023-35344 affects Windows Server 2022","KB5028171 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35344"",""https://nvd.nist.gov/vuln/detail/CVE-2023-35344""]","2023-07-15",0,"Medium","2023-07-11","Windows Server 2022"
7.8,"x64","10.0.20348","CVE-2023-35343","2023-08-10T05:36:30+00:00","CVE-2023-35343 affects Windows Server 2022","KB5028171 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35343"",""https://nvd.nist.gov/vuln/detail/CVE-2023-35343""]","2023-07-15",0,"High","2023-07-11","Windows Server 2022"
7.8,"x64","10.0.20348","CVE-2023-35342","2023-08-10T05:36:30+00:00","CVE-2023-35342 affects Windows Server 2022","KB5028171 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35342"",""https://nvd.nist.gov/vuln/detail/CVE-2023-35342""]","2023-07-15",0,"High","2023-07-11","Windows Server 2022"
5.5,"x64","10.0.20348","CVE-2023-35341","2023-08-10T05:36:30+00:00","CVE-2023-35341 affects Windows Server 2022","KB5028171 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35341"",""https://nvd.nist.gov/vuln/detail/CVE-2023-35341""]","2023-07-14",0,"Medium","2023-07-11","Windows Server 2022"
7.8,"x64","10.0.20348","CVE-2023-35340","2023-08-10T05:36:30+00:00","CVE-2023-35340 affects Windows Server 2022","KB5028171 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35340"",""https://nvd.nist.gov/vuln/detail/CVE-2023-35340""]","2023-07-14",0,"High","2023-07-11","Windows Server 2022"
7.5,"x64","10.0.20348","CVE-2023-35339","2023-08-10T05:36:30+00:00","CVE-2023-35339 affects Windows Server 2022","KB5028171 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35339"",""https://nvd.nist.gov/vuln/detail/CVE-2023-35339""]","2023-07-14",0,"High","2023-07-11","Windows Server 2022"
7.5,"x64","10.0.20348","CVE-2023-35338","2023-08-10T05:36:30+00:00","CVE-2023-35338 affects Windows Server 2022","KB5028171 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35338"",""https://nvd.nist.gov/vuln/detail/CVE-2023-35338""]","2023-07-14",0,"High","2023-07-11","Windows Server 2022"
7.8,"x64","10.0.20348","CVE-2023-35337","2023-08-10T05:36:30+00:00","CVE-2023-35337 affects Windows Server 2022","KB5028171 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35337"",""https://nvd.nist.gov/vuln/detail/CVE-2023-35337""]","2023-07-14",0,"High","2023-07-11","Windows Server 2022"
5.4,"x64","10.0.20348","CVE-2023-35336","2023-08-10T05:36:30+00:00","CVE-2023-35336 affects Windows Server 2022","KB5028171 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35336"",""https://nvd.nist.gov/vuln/detail/CVE-2023-35336""]","2023-07-14",0,"Medium","2023-07-11","Windows Server 2022"
6.8,"x64","10.0.20348","CVE-2023-35332","2023-08-10T05:36:30+00:00","CVE-2023-35332 affects Windows Server 2022","KB5028171 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35332"",""https://nvd.nist.gov/vuln/detail/CVE-2023-35332""]","2023-07-14",0,"Medium","2023-07-11","Windows Server 2022"
6.5,"x64","10.0.20348","CVE-2023-35331","2023-08-10T05:36:30+00:00","CVE-2023-35331 affects Windows Server 2022","KB5028171 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35331"",""https://nvd.nist.gov/vuln/detail/CVE-2023-35331""]","2023-07-14",0,"Medium","2023-07-11","Windows Server 2022"
7.5,"x64","10.0.20348","CVE-2023-35330","2023-08-10T05:36:30+00:00","CVE-2023-35330 affects Windows Server 2022","KB5028171 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35330"",""https://nvd.nist.gov/vuln/detail/CVE-2023-35330""]","2023-07-14",0,"High","2023-07-11","Windows Server 2022"
6.5,"x64","10.0.20348","CVE-2023-35329","2023-08-10T05:36:30+00:00","CVE-2023-35329 affects Windows Server 2022","KB5028171 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35329"",""https://nvd.nist.gov/vuln/detail/CVE-2023-35329""]","2023-07-14",0,"Medium","2023-07-11","Windows Server 2022"
7.8,"x64","10.0.20348","CVE-2023-35328","2023-08-10T05:36:30+00:00","CVE-2023-35328 affects Windows Server 2022","KB5028171 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35328"",""https://nvd.nist.gov/vuln/detail/CVE-2023-35328""]","2023-07-14",0,"High","2023-07-11","Windows Server 2022"
5.5,"x64","10.0.20348","CVE-2023-35326","2023-08-10T05:36:30+00:00","CVE-2023-35326 affects Windows Server 2022","KB5028171 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35326"",""https://nvd.nist.gov/vuln/detail/CVE-2023-35326""]","2023-07-14",0,"Medium","2023-07-11","Windows Server 2022"
7.5,"x64","10.0.20348","CVE-2023-35325","2023-08-10T05:36:30+00:00","CVE-2023-35325 affects Windows Server 2022","KB5028171 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35325"",""https://nvd.nist.gov/vuln/detail/CVE-2023-35325""]","2023-07-14",0,"High","2023-07-11","Windows Server 2022"
5.5,"x64","10.0.20348","CVE-2023-35324","2023-08-10T05:36:30+00:00","CVE-2023-35324 affects Windows Server 2022","KB5028171 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35324"",""https://nvd.nist.gov/vuln/detail/CVE-2023-35324""]","2023-07-14",0,"Medium","2023-07-11","Windows Server 2022"
7.8,"x64","10.0.20348","CVE-2023-35323","2023-08-10T05:36:30+00:00","CVE-2023-35323 affects Windows Server 2022","KB5028171 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35323"",""https://nvd.nist.gov/vuln/detail/CVE-2023-35323""]","2023-07-14",0,"High","2023-07-11","Windows Server 2022"
8.8,"x64","10.0.20348","CVE-2023-35322","2023-08-10T05:36:30+00:00","CVE-2023-35322 affects Windows Server 2022","KB5028171 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35322"",""https://nvd.nist.gov/vuln/detail/CVE-2023-35322""]","2023-07-14",0,"High","2023-07-11","Windows Server 2022"
6.5,"x64","10.0.20348","CVE-2023-35321","2023-08-10T05:36:30+00:00","CVE-2023-35321 affects Windows Server 2022","KB5028171 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35321"",""https://nvd.nist.gov/vuln/detail/CVE-2023-35321""]","2023-07-14",0,"Medium","2023-07-11","Windows Server 2022"
7.8,"x64","10.0.20348","CVE-2023-35320","2023-08-10T05:36:30+00:00","CVE-2023-35320 affects Windows Server 2022","KB5028171 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35320"",""https://nvd.nist.gov/vuln/detail/CVE-2023-35320""]","2023-07-14",0,"High","2023-07-11","Windows Server 2022"
6.5,"x64","10.0.20348","CVE-2023-35319","2023-08-10T05:36:30+00:00","CVE-2023-35319 affects Windows Server 2022","KB5028171 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35319"",""https://nvd.nist.gov/vuln/detail/CVE-2023-35319""]","2023-07-14",0,"Medium","2023-07-11","Windows Server 2022"
6.5,"x64","10.0.20348","CVE-2023-35318","2023-08-10T05:36:30+00:00","CVE-2023-35318 affects Windows Server 2022","KB5028171 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35318"",""https://nvd.nist.gov/vuln/detail/CVE-2023-35318""]","2023-07-14",0,"Medium","2023-07-11","Windows Server 2022"
7.8,"x64","10.0.20348","CVE-2023-35317","2023-08-10T05:36:30+00:00","CVE-2023-35317 affects Windows Server 2022","KB5028171 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35317"",""https://nvd.nist.gov/vuln/detail/CVE-2023-35317""]","2023-07-14",0,"High","2023-07-11","Windows Server 2022"
6.5,"x64","10.0.20348","CVE-2023-35316","2023-08-10T05:36:30+00:00","CVE-2023-35316 affects Windows Server 2022","KB5028171 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35316"",""https://nvd.nist.gov/vuln/detail/CVE-2023-35316""]","2023-07-14",0,"Medium","2023-07-11","Windows Server 2022"
8.8,"x64","10.0.20348","CVE-2023-35315","2023-08-10T05:36:30+00:00","CVE-2023-35315 affects Windows Server 2022","KB5028171 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35315"",""https://nvd.nist.gov/vuln/detail/CVE-2023-35315""]","2023-07-14",0,"High","2023-07-11","Windows Server 2022"
6.5,"x64","10.0.20348","CVE-2023-35314","2023-08-10T05:36:30+00:00","CVE-2023-35314 affects Windows Server 2022","KB5028171 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35314"",""https://nvd.nist.gov/vuln/detail/CVE-2023-35314""]","2023-07-14",0,"Medium","2023-07-11","Windows Server 2022"
7.8,"x64","10.0.20348","CVE-2023-35313","2023-08-10T05:36:30+00:00","CVE-2023-35313 affects Windows Server 2022","KB5028171 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35313"",""https://nvd.nist.gov/vuln/detail/CVE-2023-35313""]","2023-07-14",0,"High","2023-07-11","Windows Server 2022"
7.8,"x64","10.0.20348","CVE-2023-35312","2023-08-10T05:36:30+00:00","CVE-2023-35312 affects Windows Server 2022","KB5028171 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35312"",""https://nvd.nist.gov/vuln/detail/CVE-2023-35312""]","2023-07-14",0,"High","2023-07-11","Windows Server 2022"
6.6,"x64","10.0.20348","CVE-2023-35310","2023-08-10T05:36:30+00:00","CVE-2023-35310 affects Windows Server 2022","KB5028171 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35310"",""https://nvd.nist.gov/vuln/detail/CVE-2023-35310""]","2023-07-14",0,"Medium","2023-07-11","Windows Server 2022"
7.5,"x64","10.0.20348","CVE-2023-35309","2023-08-10T05:36:30+00:00","CVE-2023-35309 affects Windows Server 2022","KB5028171 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35309"",""https://nvd.nist.gov/vuln/detail/CVE-2023-35309""]","2023-07-14",0,"High","2023-07-11","Windows Server 2022"
6.5,"x64","10.0.20348","CVE-2023-35308","2023-08-10T05:36:30+00:00","CVE-2023-35308 affects Windows Server 2022","KB5028171 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35308"",""https://nvd.nist.gov/vuln/detail/CVE-2023-35308""]","2023-07-14",0,"Medium","2023-07-11","Windows Server 2022"
5.5,"x64","10.0.20348","CVE-2023-35306","2023-08-10T05:36:30+00:00","CVE-2023-35306 affects Windows Server 2022","KB5028171 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35306"",""https://nvd.nist.gov/vuln/detail/CVE-2023-35306""]","2023-07-14",0,"Medium","2023-07-11","Windows Server 2022"
7.8,"x64","10.0.20348","CVE-2023-35305","2023-08-10T05:36:30+00:00","CVE-2023-35305 affects Windows Server 2022","KB5028171 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35305"",""https://nvd.nist.gov/vuln/detail/CVE-2023-35305""]","2023-07-14",0,"High","2023-07-11","Windows Server 2022"
7.8,"x64","10.0.20348","CVE-2023-35304","2023-08-10T05:36:30+00:00","CVE-2023-35304 affects Windows Server 2022","KB5028171 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35304"",""https://nvd.nist.gov/vuln/detail/CVE-2023-35304""]","2023-07-14",0,"High","2023-07-11","Windows Server 2022"
8.8,"x64","10.0.20348","CVE-2023-35303","2023-08-10T05:36:30+00:00","CVE-2023-35303 affects Windows Server 2022","KB5028171 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35303"",""https://nvd.nist.gov/vuln/detail/CVE-2023-35303""]","2023-07-14",0,"High","2023-07-11","Windows Server 2022"
8.8,"x64","10.0.20348","CVE-2023-35302","2023-08-10T05:36:30+00:00","CVE-2023-35302 affects Windows Server 2022","KB5028171 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35302"",""https://nvd.nist.gov/vuln/detail/CVE-2023-35302""]","2023-07-14",0,"High","2023-07-11","Windows Server 2022"
8.8,"x64","10.0.20348","CVE-2023-35300","2023-08-10T05:36:30+00:00","CVE-2023-35300 affects Windows Server 2022","KB5028171 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35300"",""https://nvd.nist.gov/vuln/detail/CVE-2023-35300""]","2023-07-14",0,"High","2023-07-11","Windows Server 2022"
7.8,"x64","10.0.20348","CVE-2023-35299","2023-08-10T05:36:30+00:00","CVE-2023-35299 affects Windows Server 2022","KB5028171 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35299"",""https://nvd.nist.gov/vuln/detail/CVE-2023-35299""]","2023-07-14",0,"High","2023-07-11","Windows Server 2022"
7.5,"x64","10.0.20348","CVE-2023-35298","2023-08-10T05:36:31+00:00","CVE-2023-35298 affects Windows Server 2022","KB5028171 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35298"",""https://nvd.nist.gov/vuln/detail/CVE-2023-35298""]","2023-07-14",0,"High","2023-07-11","Windows Server 2022"
7.5,"x64","10.0.20348","CVE-2023-35297","2023-08-10T05:36:31+00:00","CVE-2023-35297 affects Windows Server 2022","KB5028171 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35297"",""https://nvd.nist.gov/vuln/detail/CVE-2023-35297""]","2023-07-14",0,"High","2023-07-11","Windows Server 2022"
6.5,"x64","10.0.20348","CVE-2023-35296","2023-08-10T05:36:31+00:00","CVE-2023-35296 affects Windows Server 2022","KB5028171 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35296"",""https://nvd.nist.gov/vuln/detail/CVE-2023-35296""]","2023-07-14",0,"Medium","2023-07-11","Windows Server 2022"
5.5,"x64","10.0.20348","CVE-2023-33174","2023-08-10T05:36:31+00:00","CVE-2023-33174 affects Windows Server 2022","KB5028171 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-33174"",""https://nvd.nist.gov/vuln/detail/CVE-2023-33174""]","2023-07-19",0,"Medium","2023-07-11","Windows Server 2022"
7.5,"x64","10.0.20348","CVE-2023-33173","2023-08-10T05:36:31+00:00","CVE-2023-33173 affects Windows Server 2022","KB5028171 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-33173"",""https://nvd.nist.gov/vuln/detail/CVE-2023-33173""]","2023-07-19",0,"High","2023-07-11","Windows Server 2022"
7.5,"x64","10.0.20348","CVE-2023-33172","2023-08-10T05:36:31+00:00","CVE-2023-33172 affects Windows Server 2022","KB5028171 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-33172"",""https://nvd.nist.gov/vuln/detail/CVE-2023-33172""]","2023-07-18",0,"High","2023-07-11","Windows Server 2022"
7.5,"x64","10.0.20348","CVE-2023-33169","2023-08-10T05:36:31+00:00","CVE-2023-33169 affects Windows Server 2022","KB5028171 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-33169"",""https://nvd.nist.gov/vuln/detail/CVE-2023-33169""]","2023-07-19",0,"High","2023-07-11","Windows Server 2022"
7.5,"x64","10.0.20348","CVE-2023-33168","2023-08-10T05:36:31+00:00","CVE-2023-33168 affects Windows Server 2022","KB5028171 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-33168"",""https://nvd.nist.gov/vuln/detail/CVE-2023-33168""]","2023-07-19",0,"High","2023-07-11","Windows Server 2022"
7.5,"x64","10.0.20348","CVE-2023-33167","2023-08-10T05:36:31+00:00","CVE-2023-33167 affects Windows Server 2022","KB5028171 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-33167"",""https://nvd.nist.gov/vuln/detail/CVE-2023-33167""]","2023-07-19",0,"High","2023-07-11","Windows Server 2022"
7.5,"x64","10.0.20348","CVE-2023-33166","2023-08-10T05:36:31+00:00","CVE-2023-33166 affects Windows Server 2022","KB5028171 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-33166"",""https://nvd.nist.gov/vuln/detail/CVE-2023-33166""]","2023-07-18",0,"High","2023-07-11","Windows Server 2022"
6.5,"x64","10.0.20348","CVE-2023-33164","2023-08-10T05:36:31+00:00","CVE-2023-33164 affects Windows Server 2022","KB5028171 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-33164"",""https://nvd.nist.gov/vuln/detail/CVE-2023-33164""]","2023-07-14",0,"Medium","2023-07-11","Windows Server 2022"
7.5,"x64","10.0.20348","CVE-2023-33163","2023-08-10T05:36:31+00:00","CVE-2023-33163 affects Windows Server 2022","KB5028171 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-33163"",""https://nvd.nist.gov/vuln/detail/CVE-2023-33163""]","2023-07-14",0,"High","2023-07-11","Windows Server 2022"
7.8,"x64","10.0.20348","CVE-2023-33155","2023-08-10T05:36:31+00:00","CVE-2023-33155 affects Windows Server 2022","KB5028171 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-33155"",""https://nvd.nist.gov/vuln/detail/CVE-2023-33155""]","2023-07-14",0,"High","2023-07-11","Windows Server 2022"
9.8,"x64","10.0.20348","CVE-2023-33154","2023-08-10T05:36:31+00:00","CVE-2023-33154 affects Windows Server 2022","KB5028171 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-33154"",""https://nvd.nist.gov/vuln/detail/CVE-2023-33154""]","2023-07-14",0,"Critical","2023-07-11","Windows Server 2022"
5.5,"x64","10.0.20348","CVE-2023-32085","2023-08-10T05:36:31+00:00","CVE-2023-32085 affects Windows Server 2022","KB5028171 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-32085"",""https://nvd.nist.gov/vuln/detail/CVE-2023-32085""]","2023-07-14",0,"Medium","2023-07-11","Windows Server 2022"
